"","years.BP.2000","permille"
"2867","71.650.000",-40.51
"2868","71.700.000",-40.51
"2869","71.700.000",-40.13
"2870","71.750.000",-40.13
"2871","71.750.000",-40.34
"2872","71.800.000",-40.34
"2873","71.800.000",-40.87
"2874","71.850.000",-40.87
"2875","71.850.000",-40.37
"2876","71.900.000",-40.37
"2877","71.900.000",-39.81
"2878","71.950.000",-39.81
"2879","71.950.000",-39.58
"2880","72.000.000",-39.58
"2881","72.000.000",-39.69
"2882","72.050.000",-39.69
"2883","72.050.000",-40.1
"2884","72.100.000",-40.1
"2885","72.100.000",-39.91
"2886","72.150.000",-39.91
"2887","72.150.000",-39.5
"2888","72.200.000",-39.5
"2889","72.200.000",-39.53
"2890","72.250.000",-39.53
"2891","72.250.000",-39.61
"2892","72.300.000",-39.61
"2893","72.300.000",-39.66
"2894","72.350.000",-39.66
"2895","72.350.000",-39.23
"2896","72.400.000",-39.23
"2897","72.400.000",-39.08
"2898","72.450.000",-39.08
"2899","72.450.000",-39
"2900","72.500.000",-39
"2901","72.500.000",-38.73
"2902","72.550.000",-38.73
"2903","72.550.000",-38.61
"2904","72.600.000",-38.61
"2905","72.600.000",-38.47
"2906","72.650.000",-38.47
"2907","72.650.000",-38.31
"2908","72.700.000",-38.31
"2909","72.700.000",-38.39
"2910","72.750.000",-38.39
"2911","72.750.000",-37.92
"2912","72.800.000",-37.92
"2913","72.800.000",-37.67
"2914","72.850.000",-37.67
"2915","72.850.000",-38.15
"2916","72.900.000",-38.15
"2917","72.900.000",-37.71
"2918","72.950.000",-37.71
"2919","72.950.000",-37.96
"2920","73.000.000",-37.96
"2921","73.000.000",-40.85
"2922","73.050.000",-40.85
"2923","73.050.000",-43.63
"2924","73.100.000",-43.63
"2925","73.100.000",-44.39
"2926","73.150.000",-44.39
"2927","73.150.000",-44.22
"2928","73.200.000",-44.22
"2929","73.200.000",-43.95
"2930","73.250.000",-43.95
"2931","73.250.000",-44.66
"2932","73.300.000",-44.66
"2933","73.300.000",-44.84
"2934","73.350.000",-44.84
"2935","73.350.000",-45.07
"2936","73.400.000",-45.07
"2937","73.400.000",-44.96
"2938","73.450.000",-44.96
"2939","73.450.000",-44.69
"2940","73.500.000",-44.69
"2941","73.500.000",-44.92
"2942","73.550.000",-44.92
"2943","73.550.000",-45.18
"2944","73.600.000",-45.18
"2945","73.600.000",-44.66
"2946","73.650.000",-44.66
"2947","73.650.000",-44.36
"2948","73.700.000",-44.36
"2949","73.700.000",-45.05
"2950","73.750.000",-45.05
"2951","73.750.000",-45.15
"2952","73.800.000",-45.15
"2953","73.800.000",-44.43
"2954","73.850.000",-44.43
"2955","73.850.000",-44.57
"2956","73.900.000",-44.57
"2957","73.900.000",-44.9
"2958","73.950.000",-44.9
"2959","73.950.000",-44.79
"2960","74.000.000",-44.79
"2961","74.000.000",-44.65
"2962","74.050.000",-44.65
"2963","74.050.000",-45.13
"2964","74.100.000",-45.13
"2965","74.100.000",-45.39
"2966","74.150.000",-45.39
"2967","74.150.000",-44.99
"2968","74.200.000",-44.99
"2969","74.200.000",-44.88
"2970","74.250.000",-44.88
"2971","74.250.000",-44.41
"2972","74.300.000",-44.41
"2973","74.300.000",-44.44
"2974","74.350.000",-44.44
"2975","74.350.000",-44.54
"2976","74.400.000",-44.54
"2977","74.400.000",-44.88
"2978","74.450.000",-44.88
"2979","74.450.000",-45.15
"2980","74.500.000",-45.15
"2981","74.500.000",-44.34
"2982","74.550.000",-44.34
"2983","74.550.000",-44.21
"2984","74.600.000",-44.21
"2985","74.600.000",-44.06
"2986","74.650.000",-44.06
"2987","74.650.000",-44.69
"2988","74.700.000",-44.69
"2989","74.700.000",-44.51
"2990","74.750.000",-44.51
"2991","74.750.000",-42.98
"2992","74.800.000",-42.98
"2993","74.800.000",-42.78
"2994","74.850.000",-42.78
"2995","74.850.000",-42.22
"2996","74.900.000",-42.22
"2997","74.900.000",-40.97
"2998","74.950.000",-40.97
"2999","74.950.000",-39.88
"3000","75.000.000",-39.88
"3001","75.000.000",-40.06
"3002","75.050.000",-40.06
"3003","75.050.000",-40.97
"3004","75.100.000",-40.97
"3005","75.100.000",-41.35
"3006","75.150.000",-41.35
"3007","75.150.000",-40.44
"3008","75.200.000",-40.44
"3009","75.200.000",-40.86
"3010","75.250.000",-40.86
"3011","75.250.000",-40.34
"3012","75.300.000",-40.34
"3013","75.300.000",-39.97
"3014","75.350.000",-39.97
"3015","75.350.000",-40
"3016","75.400.000",-40
"3017","75.400.000",-39.86
"3018","75.450.000",-39.86
"3019","75.450.000",-39.5
"3020","75.500.000",-39.5
"3021","75.500.000",-39.19
"3022","75.550.000",-39.19
"3023","75.550.000",-39.54
"3024","75.600.000",-39.54
"3025","75.600.000",-39.6
"3026","75.650.000",-39.6
"3027","75.650.000",-39.44
"3028","75.700.000",-39.44
"3029","75.700.000",-39.24
"3030","75.750.000",-39.24
"3031","75.750.000",-39.64
"3032","75.800.000",-39.64
"3033","75.800.000",-39.27
"3034","75.850.000",-39.27
"3035","75.850.000",-39.45
"3036","75.900.000",-39.45
"3037","75.900.000",-39.05
"3038","75.950.000",-39.05
"3039","75.950.000",-39.23
"3040","76.000.000",-39.23
"3041","76.000.000",-39.51
"3042","76.050.000",-39.51
"3043","76.050.000",-39.24
"3044","76.100.000",-39.24
"3045","76.100.000",-39.32
"3046","76.150.000",-39.32
"3047","76.150.000",-39.14
"3048","76.200.000",-39.14
"3049","76.200.000",-38.8
"3050","76.250.000",-38.8
"3051","76.250.000",-38.81
"3052","76.300.000",-38.81
"3053","76.300.000",-38.37
"3054","76.350.000",-38.37
"3055","76.350.000",-38.65
"3056","76.400.000",-38.65
"3057","76.400.000",-38.79
"3058","76.450.000",-38.79
"3059","76.450.000",-38.9
"3060","76.500.000",-38.9
"3061","76.500.000",-38.58
"3062","76.550.000",-38.58
"3063","76.550.000",-38.12
"3064","76.600.000",-38.12
"3065","76.600.000",-38.18
"3066","76.650.000",-38.18
"3067","76.650.000",-38.38
"3068","76.700.000",-38.38
"3069","76.700.000",-38.25
"3070","76.750.000",-38.25
"3071","76.750.000",-37.93
"3072","76.800.000",-37.93
"3073","76.800.000",-37.84
"3074","76.850.000",-37.84
"3075","76.850.000",-37.81
"3076","76.900.000",-37.81
"3077","76.900.000",-37.28
"3078","76.950.000",-37.28
"3079","76.950.000",-37.59
"3080","77.000.000",-37.59
"3081","77.000.000",-37.28
"3082","77.050.000",-37.28
"3083","77.050.000",-36.81
"3084","77.100.000",-36.81
"3085","77.100.000",-38.69
"3086","77.150.000",-38.69
"3087","77.150.000",-41.42
"3088","77.200.000",-41.42
"3089","77.200.000",-42.68
"3090","77.250.000",-42.68
"3091","77.250.000",-42.95
"3092","77.300.000",-42.95
"3093","77.300.000",-42.4
"3094","77.350.000",-42.4
"3095","77.350.000",-42.43
"3096","77.400.000",-42.43
"3097","77.400.000",-42.46
"3098","77.450.000",-42.46
"3099","77.450.000",-42.8
"3100","77.500.000",-42.8
"3101","77.500.000",-43.41
"3102","77.550.000",-43.41
"3103","77.550.000",-42.45
"3104","77.600.000",-42.45
"3105","77.600.000",-42.95
"3106","77.650.000",-42.95
"3107","77.650.000",-43.1
"3108","77.700.000",-43.1
"3109","77.700.000",-42.55
"3110","77.750.000",-42.55
"3111","77.750.000",-42.42
"3112","77.800.000",-42.42
"3113","77.800.000",-42.68
"3114","77.850.000",-42.68
"3115","77.850.000",-42.92
"3116","77.900.000",-42.92
"3117","77.900.000",-42.87
"3118","77.950.000",-42.87
"3119","77.950.000",-42.37
"3120","78.000.000",-42.37
"3121","78.000.000",-42.8
"3122","78.050.000",-42.8
"3123","78.050.000",-43.63
"3124","78.100.000",-43.63
"3125","78.100.000",-43.59
"3126","78.150.000",-43.59
"3127","78.150.000",-43.15
"3128","78.200.000",-43.15
"3129","78.200.000",-42.74
"3130","78.250.000",-42.74
"3131","78.250.000",-42.39
"3132","78.300.000",-42.39
"3133","78.300.000",-42.64
"3134","78.350.000",-42.64
"3135","78.350.000",-42.48
"3136","78.400.000",-42.48
"3137","78.400.000",-42.07
"3138","78.450.000",-42.07
"3139","78.450.000",-41.62
"3140","78.500.000",-41.62
"3141","78.500.000",-41.06
"3142","78.550.000",-41.06
"3143","78.550.000",-39.62
"3144","78.600.000",-39.62
"3145","78.600.000",-39.29
"3146","78.650.000",-39.29
"3147","78.650.000",-39.05
"3148","78.700.000",-39.05
"3149","78.700.000",-39.28
"3150","78.750.000",-39.28
"3151","78.750.000",-39.86
"3152","78.800.000",-39.86
"3153","78.800.000",-40.49
"3154","78.850.000",-40.49
"3155","78.850.000",-41.03
"3156","78.900.000",-41.03
"3157","78.900.000",-41.23
"3158","78.950.000",-41.23
"3159","78.950.000",-40.92
"3160","79.000.000",-40.92
"3161","79.000.000",-41.01
"3162","79.050.000",-41.01
"3163","79.050.000",-40.85
"3164","79.100.000",-40.85
"3165","79.100.000",-40.3
"3166","79.150.000",-40.3
"3167","79.150.000",-39.91
"3168","79.200.000",-39.91
"3169","79.200.000",-40.49
"3170","79.250.000",-40.49
"3171","79.250.000",-40.4
"3172","79.300.000",-40.4
"3173","79.300.000",-39.96
"3174","79.350.000",-39.96
"3175","79.350.000",-40.64
"3176","79.400.000",-40.64
"3177","79.400.000",-40.2
"3178","79.450.000",-40.2
"3179","79.450.000",-39.28
"3180","79.500.000",-39.28
"3181","79.500.000",-39.37
"3182","79.550.000",-39.37
"3183","79.550.000",-38.9
"3184","79.600.000",-38.9
"3185","79.600.000",-39.32
"3186","79.650.000",-39.32
"3187","79.650.000",-39.03
"3188","79.700.000",-39.03
"3189","79.700.000",-38.91
"3190","79.750.000",-38.91
"3191","79.750.000",-39.45
"3192","79.800.000",-39.45
"3193","79.800.000",-39.17
"3194","79.850.000",-39.17
"3195","79.850.000",-38.72
"3196","79.900.000",-38.72
"3197","79.900.000",-38.69
"3198","79.950.000",-38.69
"3199","79.950.000",-40.76
"3200","80.000.000",-40.76
"3201","80.000.000",-40.7
"3202","80.050.000",-40.7
"3203","80.050.000",-40.56
"3204","80.100.000",-40.56
"3205","80.100.000",-40.34
"3206","80.150.000",-40.34
"3207","80.150.000",-40.08
"3208","80.200.000",-40.08
"3209","80.200.000",-40.31
"3210","80.250.000",-40.31
"3211","80.250.000",-40.28
"3212","80.300.000",-40.28
"3213","80.300.000",-39.9
"3214","80.350.000",-39.9
"3215","80.350.000",-39.98
"3216","80.400.000",-39.98
"3217","80.400.000",-40.33
"3218","80.450.000",-40.33
"3219","80.450.000",-40.02
"3220","80.500.000",-40.02
"3221","80.500.000",-39.91
"3222","80.550.000",-39.91
"3223","80.550.000",-39.3
"3224","80.600.000",-39.3
"3225","80.600.000",-39.45
"3226","80.650.000",-39.45
"3227","80.650.000",-39.8
"3228","80.700.000",-39.8
"3229","80.700.000",-39.58
"3230","80.750.000",-39.58
"3231","80.750.000",-39.54
"3232","80.800.000",-39.54
"3233","80.800.000",-39.37
"3234","80.850.000",-39.37
"3235","80.850.000",-39.25
"3236","80.900.000",-39.25
"3237","80.900.000",-39
"3238","80.950.000",-39
"3239","80.950.000",-39.61
"3240","81.000.000",-39.61
"3241","81.000.000",-39.51
"3242","81.050.000",-39.51
"3243","81.050.000",-39.33
"3244","81.100.000",-39.33
"3245","81.100.000",-39.52
"3246","81.150.000",-39.52
"3247","81.150.000",-39.16
"3248","81.200.000",-39.16
"3249","81.200.000",-38.65
"3250","81.250.000",-38.65
"3251","81.250.000",-38.98
"3252","81.300.000",-38.98
"3253","81.300.000",-39.22
"3254","81.350.000",-39.22
"3255","81.350.000",-39.44
"3256","81.400.000",-39.44
"3257","81.400.000",-39.18
"3258","81.450.000",-39.18
"3259","81.450.000",-38.74
"3260","81.500.000",-38.74
"3261","81.500.000",-38.61
"3262","81.550.000",-38.61
"3263","81.550.000",-38.36
"3264","81.600.000",-38.36
"3265","81.600.000",-38.79
"3266","81.650.000",-38.79
"3267","81.650.000",-38.85
"3268","81.700.000",-38.85
"3269","81.700.000",-38.48
"3270","81.750.000",-38.48
"3271","81.750.000",-38.65
"3272","81.800.000",-38.65
"3273","81.800.000",-38.35
"3274","81.850.000",-38.35
"3275","81.850.000",-38.44
"3276","81.900.000",-38.44
"3277","81.900.000",-38.37
"3278","81.950.000",-38.37
"3279","81.950.000",-38.07
"3280","82.000.000",-38.07
"3281","82.000.000",-38.38
"3282","82.050.000",-38.38
"3283","82.050.000",-38.31
"3284","82.100.000",-38.31
"3285","82.100.000",-38.26
"3286","82.150.000",-38.26
"3287","82.150.000",-38.14
"3288","82.200.000",-38.14
"3289","82.200.000",-38.43
"3290","82.250.000",-38.43
"3291","82.250.000",-37.99
"3292","82.300.000",-37.99
"3293","82.300.000",-37.79
"3294","82.350.000",-37.79
"3295","82.350.000",-37.78
"3296","82.400.000",-37.78
"3297","82.400.000",-37.84
"3298","82.450.000",-37.84
"3299","82.450.000",-37.68
"3300","82.500.000",-37.68
"3301","82.500.000",-37.26
"3302","82.550.000",-37.26
"3303","82.550.000",-37.88
"3304","82.600.000",-37.88
"3305","82.600.000",-38.05
"3306","82.650.000",-38.05
"3307","82.650.000",-38.23
"3308","82.700.000",-38.23
"3309","82.700.000",-38.06
"3310","82.750.000",-38.06
"3311","82.750.000",-38.24
"3312","82.800.000",-38.24
"3313","82.800.000",-37.72
"3314","82.850.000",-37.72
"3315","82.850.000",-37.82
"3316","82.900.000",-37.82
"3317","82.900.000",-37.96
"3318","82.950.000",-37.96
"3319","82.950.000",-38.62
"3320","83.000.000",-38.62
"3321","83.000.000",-38.45
"3322","83.050.000",-38.45
"3323","83.050.000",-37.85
"3324","83.100.000",-37.85
"3325","83.100.000",-38.22
"3326","83.150.000",-38.22
"3327","83.150.000",-37.96
"3328","83.200.000",-37.96
"3329","83.200.000",-37.92
"3330","83.250.000",-37.92
"3331","83.250.000",-37.92
"3332","83.300.000",-37.92
"3333","83.300.000",-37.99
"3334","83.350.000",-37.99
"3335","83.350.000",-37.84
"3336","83.400.000",-37.84
"3337","83.400.000",-37.57
"3338","83.450.000",-37.57
"3339","83.450.000",-37.98
"3340","83.500.000",-37.98
"3341","83.500.000",-38.47
"3342","83.550.000",-38.47
"3343","83.550.000",-38.19
"3344","83.600.000",-38.19
"3345","83.600.000",-38.02
"3346","83.650.000",-38.02
"3347","83.650.000",-38.19
"3348","83.700.000",-38.19
"3349","83.700.000",-37.28
"3350","83.750.000",-37.28
"3351","83.750.000",-37.02
"3352","83.800.000",-37.02
"3353","83.800.000",-37.06
"3354","83.850.000",-37.06
"3355","83.850.000",-37.57
"3356","83.900.000",-37.57
"3357","83.900.000",-37.78
"3358","83.950.000",-37.78
"3359","83.950.000",-37.76
"3360","84.000.000",-37.76
"3361","84.000.000",-38.02
"3362","84.050.000",-38.02
"3363","84.050.000",-37.82
"3364","84.100.000",-37.82
"3365","84.100.000",-37.94
"3366","84.150.000",-37.94
"3367","84.150.000",-37.84
"3368","84.200.000",-37.84
"3369","84.200.000",-37.35
"3370","84.250.000",-37.35
"3371","84.250.000",-36.94
"3372","84.300.000",-36.94
"3373","84.300.000",-37.24
"3374","84.350.000",-37.24
"3375","84.350.000",-36.82
"3376","84.400.000",-36.82
"3377","84.400.000",-37.55
"3378","84.450.000",-37.55
"3379","84.450.000",-37.54
"3380","84.500.000",-37.54
"3381","84.500.000",-37.84
"3382","84.550.000",-37.84
"3383","84.550.000",-38.15
"3384","84.600.000",-38.15
"3385","84.600.000",-37.8
"3386","84.650.000",-37.8
"3387","84.650.000",-37.52
"3388","84.700.000",-37.52
"3389","84.700.000",-37.19
"3390","84.750.000",-37.19
"3391","84.750.000",-37.34
"3392","84.800.000",-37.34
"3393","84.800.000",-37.41
"3394","84.850.000",-37.41
"3395","84.850.000",-37.95
"3396","84.900.000",-37.95
"3397","84.900.000",-37.55
"3398","84.950.000",-37.55
"3399","84.950.000",-37.98
"3400","85.000.000",-37.98
"3401","85.000.000",-37.94
"3402","85.050.000",-37.94
"3403","85.050.000",-38.32
"3404","85.100.000",-38.32
"3405","85.100.000",-37.49
"3406","85.150.000",-37.49
"3407","85.150.000",-37.07
"3408","85.200.000",-37.07
"3409","85.200.000",-37.2
"3410","85.250.000",-37.2
"3411","85.250.000",-37.06
"3412","85.300.000",-37.06
"3413","85.300.000",-36.62
"3414","85.350.000",-36.62
"3415","85.350.000",-36.81
"3416","85.400.000",-36.81
"3417","85.400.000",-37.19
"3418","85.450.000",-37.19
"3419","85.450.000",-39.15
"3420","85.500.000",-39.15
"3421","85.500.000",-41.13
"3422","85.550.000",-41.13
"3423","85.550.000",-41.03
"3424","85.600.000",-41.03
"3425","85.600.000",-40.68
"3426","85.650.000",-40.68
"3427","85.650.000",-39.29
"3428","85.700.000",-39.29
"3429","85.700.000",-38.7
"3430","85.750.000",-38.7
"3431","85.750.000",-40.33
"3432","85.800.000",-40.33
"3433","85.800.000",-39.98
"3434","85.850.000",-39.98
"3435","85.850.000",-40.09
"3436","85.900.000",-40.09
"3437","85.900.000",-41.2
"3438","85.950.000",-41.2
"3439","85.950.000",-40.89
"3440","86.000.000",-40.89
"3441","86.000.000",-40.46
"3442","86.050.000",-40.46
"3443","86.050.000",-40.31
"3444","86.100.000",-40.31
"3445","86.100.000",-40.69
"3446","86.150.000",-40.69
"3447","86.150.000",-41.29
"3448","86.200.000",-41.29
"3449","86.200.000",-41.13
"3450","86.250.000",-41.13
"3451","86.250.000",-41.08
"3452","86.300.000",-41.08
"3453","86.300.000",-41.6
"3454","86.350.000",-41.6
"3455","86.350.000",-41.36
"3456","86.400.000",-41.36
"3457","86.400.000",-41.4
"3458","86.450.000",-41.4
"3459","86.450.000",-41.52
"3460","86.500.000",-41.52
"3461","86.500.000",-40.93
"3462","86.550.000",-40.93
"3463","86.550.000",-41.56
"3464","86.600.000",-41.56
"3465","86.600.000",-41.6
"3466","86.650.000",-41.6
"3467","86.650.000",-40.68
"3468","86.700.000",-40.68
"3469","86.700.000",-40.73
"3470","86.750.000",-40.73
"3471","86.750.000",-40.77
"3472","86.800.000",-40.77
"3473","86.800.000",-40.04
"3474","86.850.000",-40.04
"3475","86.850.000",-41.02
"3476","86.900.000",-41.02
"3477","86.900.000",-41.35
"3478","86.950.000",-41.35
"3479","86.950.000",-41.32
"3480","87.000.000",-41.32
"3481","87.000.000",-41.5
"3482","87.050.000",-41.5
"3483","87.050.000",-41.57
"3484","87.100.000",-41.57
"3485","87.100.000",-41.27
"3486","87.150.000",-41.27
"3487","87.150.000",-40.91
"3488","87.200.000",-40.91
"3489","87.200.000",-40.93
"3490","87.250.000",-40.93
"3491","87.250.000",-41.24
"3492","87.300.000",-41.24
"3493","87.300.000",-41.47
"3494","87.350.000",-41.47
"3495","87.350.000",-41.7
"3496","87.400.000",-41.7
"3497","87.400.000",-42.09
"3498","87.450.000",-42.09
"3499","87.450.000",-41.39
"3500","87.500.000",-41.39
"3501","87.500.000",-41.31
"3502","87.550.000",-41.31
"3503","87.550.000",-41.28
"3504","87.600.000",-41.28
"3505","87.600.000",-41.16
"3506","87.650.000",-41.16
"3507","87.650.000",-41.26
"3508","87.700.000",-41.26
"3509","87.700.000",-41.35
"3510","87.750.000",-41.35
"3511","87.750.000",-41.96
"3512","87.800.000",-41.96
"3513","87.800.000",-41.97
"3514","87.850.000",-41.97
"3515","87.850.000",-42.04
"3516","87.900.000",-42.04
"3517","87.900.000",-41.84
"3518","87.950.000",-41.84
"3519","87.950.000",-41.51
"3520","88.000.000",-41.51
"3521","88.000.000",-41.6
"3522","88.050.000",-41.6
"3523","88.050.000",-41.79
"3524","88.100.000",-41.79
"3525","88.100.000",-41.54
"3526","88.150.000",-41.54
"3527","88.150.000",-41.74
"3528","88.200.000",-41.74
"3529","88.200.000",-41.84
"3530","88.250.000",-41.84
"3531","88.250.000",-41.59
"3532","88.300.000",-41.59
"3533","88.300.000",-41.19
"3534","88.350.000",-41.19
"3535","88.350.000",-40.47
"3536","88.400.000",-40.47
"3537","88.400.000",-39.87
"3538","88.450.000",-39.87
"3539","88.450.000",-39.1
"3540","88.500.000",-39.1
"3541","88.500.000",-40
"3542","88.550.000",-40
"3543","88.550.000",-40.59
"3544","88.600.000",-40.59
"3545","88.600.000",-40.5
"3546","88.650.000",-40.5
"3547","88.650.000",-40
"3548","88.700.000",-40
"3549","88.700.000",-39.69
"3550","88.750.000",-39.69
"3551","88.750.000",-39.32
"3552","88.800.000",-39.32
"3553","88.800.000",-38.92
"3554","88.850.000",-38.92
"3555","88.850.000",-39.14
"3556","88.900.000",-39.14
"3557","88.900.000",-39.79
"3558","88.950.000",-39.79
"3559","88.950.000",-39.21
"3560","89.000.000",-39.21
"3561","89.000.000",-38.97
"3562","89.050.000",-38.97
"3563","89.050.000",-38.61
"3564","89.100.000",-38.61
"3565","89.100.000",-38.81
"3566","89.150.000",-38.81
"3567","89.150.000",-39.22
"3568","89.200.000",-39.22
"3569","89.200.000",-38.94
"3570","89.250.000",-38.94
"3571","89.250.000",-38.83
"3572","89.300.000",-38.83
"3573","89.300.000",-38.53
"3574","89.350.000",-38.53
"3575","89.350.000",-38.55
"3576","89.400.000",-38.55
"3577","89.400.000",-38.89
"3578","89.450.000",-38.89
"3579","89.450.000",-39.01
"3580","89.500.000",-39.01
"3581","89.500.000",-39.43
"3582","89.550.000",-39.43
"3583","89.550.000",-39.67
"3584","89.600.000",-39.67
"3585","89.600.000",-39.29
"3586","89.650.000",-39.29
"3587","89.650.000",-38.87
"3588","89.700.000",-38.87
"3589","89.700.000",-38.3
"3590","89.750.000",-38.3
"3591","89.750.000",-38.35
"3592","89.800.000",-38.35
"3593","89.800.000",-38.47
"3594","89.850.000",-38.47
"3595","89.850.000",-38.48
"3596","89.900.000",-38.48
"3597","89.900.000",-38.18
"3598","89.950.000",-38.18
"3599","89.950.000",-38.62
"3600","90.000.000",-38.62
"3601","90.000.000",-38.47
"3602","90.050.000",-38.47
"3603","90.050.000",-37.9
"3604","90.100.000",-37.9
"3605","90.100.000",-37.96
"3606","90.150.000",-37.96
"3607","90.150.000",-38.18
"3608","90.200.000",-38.18
"3609","90.200.000",-37.86
"3610","90.250.000",-37.86
"3611","90.250.000",-38
"3612","90.300.000",-38
"3613","90.300.000",-37.75
"3614","90.350.000",-37.75
"3615","90.350.000",-37.68
"3616","90.400.000",-37.68
"3617","90.400.000",-38.02
"3618","90.450.000",-38.02
"3619","90.450.000",-38.14
"3620","90.500.000",-38.14
"3621","90.500.000",-39.13
"3622","90.550.000",-39.13
"3623","90.550.000",-38.49
"3624","90.600.000",-38.49
"3625","90.600.000",-38.19
"3626","90.650.000",-38.19
"3627","90.650.000",-37.97
"3628","90.700.000",-37.97
"3629","90.700.000",-38.45
"3630","90.750.000",-38.45
"3631","90.750.000",-39.92
"3632","90.800.000",-39.92
"3633","90.800.000",-40.24
"3634","90.850.000",-40.24
"3635","90.850.000",-39.87
"3636","90.900.000",-39.87
"3637","90.900.000",-39.88
"3638","90.950.000",-39.88
"3639","90.950.000",-39.99
"3640","91.000.000",-39.99
"3641","91.000.000",-39.86
"3642","91.050.000",-39.86
"3643","91.050.000",-39.94
"3644","91.100.000",-39.94
"3645","91.100.000",-39.64
"3646","91.150.000",-39.64
"3647","91.150.000",-39.46
"3648","91.200.000",-39.46
"3649","91.200.000",-39.38
"3650","91.250.000",-39.38
"3651","91.250.000",-39.6
"3652","91.300.000",-39.6
"3653","91.300.000",-39.61
"3654","91.350.000",-39.61
"3655","91.350.000",-39.5
"3656","91.400.000",-39.5
"3657","91.400.000",-39.58
"3658","91.450.000",-39.58
"3659","91.450.000",-39.75
"3660","91.500.000",-39.75
"3661","91.500.000",-39.78
"3662","91.550.000",-39.78
"3663","91.550.000",-39.57
"3664","91.600.000",-39.57
"3665","91.600.000",-39.27
"3666","91.650.000",-39.27
"3667","91.650.000",-39.4
"3668","91.700.000",-39.4
"3669","91.700.000",-39.51
"3670","91.750.000",-39.51
"3671","91.750.000",-39.5
"3672","91.800.000",-39.5
"3673","91.800.000",-39.6
"3674","91.850.000",-39.6
"3675","91.850.000",-39.11
"3676","91.900.000",-39.11
"3677","91.900.000",-39.79
"3678","91.950.000",-39.79
"3679","91.950.000",-39.6
"3680","92.000.000",-39.6
"3681","92.000.000",-39.68
"3682","92.050.000",-39.68
"3683","92.050.000",-39.86
"3684","92.100.000",-39.86
"3685","92.100.000",-39.87
"3686","92.150.000",-39.87
"3687","92.150.000",-39.89
"3688","92.200.000",-39.89
"3689","92.200.000",-39.86
"3690","92.250.000",-39.86
"3691","92.250.000",-40.21
"3692","92.300.000",-40.21
"3693","92.300.000",-39.97
"3694","92.350.000",-39.97
"3695","92.350.000",-39.56
"3696","92.400.000",-39.56
"3697","92.400.000",-39.14
"3698","92.450.000",-39.14
"3699","92.450.000",-39.26
"3700","92.500.000",-39.26
"3701","92.500.000",-39.64
"3702","92.550.000",-39.64
"3703","92.550.000",-39.8
"3704","92.600.000",-39.8
"3705","92.600.000",-39.91
"3706","92.650.000",-39.91
"3707","92.650.000",-39.62
"3708","92.700.000",-39.62
"3709","92.700.000",-39.77
"3710","92.750.000",-39.77
"3711","92.750.000",-39.64
"3712","92.800.000",-39.64
"3713","92.800.000",-40.04
"3714","92.850.000",-40.04
"3715","92.850.000",-40.18
"3716","92.900.000",-40.18
"3717","92.900.000",-39.76
"3718","92.950.000",-39.76
"3719","92.950.000",-39.33
"3720","93.000.000",-39.33
"3721","93.000.000",-39.79
"3722","93.050.000",-39.79
"3723","93.050.000",-39.26
"3724","93.100.000",-39.26
"3725","93.100.000",-39.69
"3726","93.150.000",-39.69
"3727","93.150.000",-39.75
"3728","93.200.000",-39.75
"3729","93.200.000",-39.97
"3730","93.250.000",-39.97
"3731","93.250.000",-39.74
"3732","93.300.000",-39.74
"3733","93.300.000",-39.57
"3734","93.350.000",-39.57
"3735","93.350.000",-39.67
"3736","93.400.000",-39.67
"3737","93.400.000",-39.88
"3738","93.450.000",-39.88
"3739","93.450.000",-40.45
"3740","93.500.000",-40.45
"3741","93.500.000",-40.05
"3742","93.550.000",-40.05
"3743","93.550.000",-39.98
"3744","93.600.000",-39.98
"3745","93.600.000",-39.96
"3746","93.650.000",-39.96
"3747","93.650.000",-39.93
"3748","93.700.000",-39.93
"3749","93.700.000",-39.92
"3750","93.750.000",-39.92
"3751","93.750.000",-40.29
"3752","93.800.000",-40.29
"3753","93.800.000",-39.35
"3754","93.850.000",-39.35
"3755","93.850.000",-39.43
"3756","93.900.000",-39.43
"3757","93.900.000",-39.72
"3758","93.950.000",-39.72
"3759","93.950.000",-39.85
"3760","94.000.000",-39.85
"3761","94.000.000",-39.69
"3762","94.050.000",-39.69
"3763","94.050.000",-39.55
"3764","94.100.000",-39.55
"3765","94.100.000",-39.85
"3766","94.150.000",-39.85
"3767","94.150.000",-39.18
"3768","94.200.000",-39.18
"3769","94.200.000",-39.81
"3770","94.250.000",-39.81
"3771","94.250.000",-39.9
"3772","94.300.000",-39.9
"3773","94.300.000",-39.78
"3774","94.350.000",-39.78
"3775","94.350.000",-39.73
"3776","94.400.000",-39.73
"3777","94.400.000",-39.69
"3778","94.450.000",-39.69
"3779","94.450.000",-39.41
"3780","94.500.000",-39.41
"3781","94.500.000",-39.05
"3782","94.550.000",-39.05
"3783","94.550.000",-39.39
"3784","94.600.000",-39.39
"3785","94.600.000",-39.58
"3786","94.650.000",-39.58
"3787","94.650.000",-39.29
"3788","94.700.000",-39.29
"3789","94.700.000",-39.11
"3790","94.750.000",-39.11
"3791","94.750.000",-38.97
"3792","94.800.000",-38.97
"3793","94.800.000",-39.47
"3794","94.850.000",-39.47
"3795","94.850.000",-39.73
"3796","94.900.000",-39.73
"3797","94.900.000",-39.63
"3798","94.950.000",-39.63
"3799","94.950.000",-39.6
"3800","95.000.000",-39.6
