"year","dD","dTsVscales"
-422766,-436.6,0.23
-422135,-437.6,0.08
-421507,-437.3,0.15
-420888,-436.4,0.32
-420281,-435.2,0.54
-419682,-435.5,0.51
-419095,-433,0.94
-418526,-431.1,1.27
-417969,-430.4,1.4
-417419,-430.3,1.43
-416872,-430.8,1.36
-416327,-431.1,1.32
-415781,-432.3,1.13
-415235,-432.2,1.16
-414692,-432.8,1.07
-414147,-434.2,0.85
-413601,-434.5,0.8
-413062,-432.8,1.08
-412533,-432.4,1.15
-412009,-431.9,1.23
-411492,-431.2,1.34
-410979,-431.6,1.27
-410483,-426.4,2.13
-409995,-429.3,1.64
-409496,-431.4,1.28
-408992,-432.3,1.12
-408485,-433.3,0.94
-407977,-433.7,0.85
-407469,-434.4,0.71
-406957,-435.6,0.49
-406441,-436.5,0.31
-405923,-437.1,0.18
-405401,-438.6,-0.1
-404874,-439.5,-0.28
-404346,-439.8,-0.37
-403815,-440.9,-0.58
-403276,-443.3,-1.01
-402728,-444.4,-1.23
-402179,-444.4,-1.26
-401636,-443.2,-1.09
-401097,-443.5,-1.17
-400553,-445.8,-1.58
-400003,-446,-1.64
-399455,-445.9,-1.65
-398909,-445.9,-1.68
-398361,-447.2,-1.92
-397808,-448.3,-2.13
-397253,-448.6,-2.2
-396694,-450.5,-2.54
-396126,-451.9,-2.8
-395543,-455.6,-3.43
-394935,-460.3,-4.23
-394297,-465,-5.02
-393636,-467.2,-5.4
-392972,-466.6,-5.31
-392317,-465.7,-5.17
-391658,-468.3,-5.6
-390999,-466.8,-5.36
-390349,-466.7,-5.34
-389700,-467.3,-5.44
-389061,-465.1,-5.07
-388435,-464.8,-5.02
-387804,-467.2,-5.4
-387167,-467.6,-5.46
-386528,-468.8,-5.65
-385894,-467.1,-5.36
-385288,-462.2,-4.54
-384710,-459.6,-4.1
-384159,-454.5,-3.24
-383641,-450.1,-2.5
-383134,-451.4,-2.72
-382622,-452.6,-2.92
-382095,-457.4,-3.72
-381551,-459.4,-4.05
-380997,-461,-4.32
-380435,-463.1,-4.68
-379864,-464.3,-4.88
-379297,-462.7,-4.63
-378743,-460.6,-4.29
-378210,-457.1,-3.72
-377702,-452.6,-2.99
-377204,-454.2,-3.27
-376690,-458.9,-4.07
-376155,-461.7,-4.55
-375604,-464.8,-5.08
-375042,-465.8,-5.26
-374478,-466.1,-5.33
-373909,-468,-5.66
-373331,-469.4,-5.9
-372746,-470.8,-6.15
-372149,-473.3,-6.58
-371545,-473.8,-6.67
-370960,-468.1,-5.74
-370403,-466.1,-5.42
-369858,-464.9,-5.23
-369331,-460.7,-4.54
-368829,-457.6,-4.03
-368329,-460.2,-4.46
-367816,-463.3,-4.97
-367297,-462.6,-4.86
-366784,-462.5,-4.84
-366267,-464.3,-5.13
-365743,-466,-5.4
-365208,-468.9,-5.88
-364659,-470.9,-6.21
-364114,-468.7,-5.84
-363580,-468,-5.72
-363042,-470.9,-6.2
-362503,-469.1,-5.9
-361973,-468.4,-5.79
-361440,-471.1,-6.24
-360904,-469.9,-6.05
-360376,-468.9,-5.89
-359855,-468.3,-5.8
-359327,-471.9,-6.41
-358786,-473.2,-6.64
-358247,-471.6,-6.39
-357712,-472.6,-6.58
-357167,-475.1,-7.01
-356612,-476.4,-7.24
-356060,-474.5,-6.94
-355512,-475.5,-7.13
-354958,-477.1,-7.41
-354400,-477.3,-7.46
-353838,-478.7,-7.71
-353273,-478.6,-7.71
-352710,-478.9,-7.77
-352150,-478,-7.64
-351596,-477.5,-7.57
-351044,-477.9,-7.64
-350493,-477.8,-7.64
-349945,-477.6,-7.61
-349404,-475.8,-7.32
-348877,-473.9,-7.02
-348357,-474.1,-7.05
-347841,-473.3,-6.92
-347330,-472.7,-6.83
-346823,-472.8,-6.84
-346319,-472.3,-6.76
-345821,-471.7,-6.65
-345327,-471.3,-6.58
-344839,-470.5,-6.43
-344348,-473,-6.84
-343853,-472.6,-6.76
-343364,-472,-6.64
-342879,-471.8,-6.59
-342401,-470.3,-6.32
-341930,-470,-6.26
-341462,-470.4,-6.31
-340984,-473.9,-6.88
-340490,-477.3,-7.44
-339993,-475.5,-7.13
-339505,-474.6,-6.98
-339015,-477.2,-7.4
-338521,-476.6,-7.3
-338033,-475.8,-7.16
-337544,-477.4,-7.42
-337055,-476.7,-7.3
-336567,-477.5,-7.43
-336081,-476.6,-7.28
-335595,-478.4,-7.58
-335100,-480.1,-7.87
-334600,-480.4,-7.93
-334101,-480.3,-7.94
-333602,-480.7,-8.04
-333106,-479.4,-7.86
-332624,-475.8,-7.3
-332164,-471.5,-6.63
-331725,-467.8,-6.06
-331300,-465.8,-5.76
-330883,-465,-5.67
-330476,-461.4,-5.11
-330081,-459.9,-4.9
-329694,-457.8,-4.56
-329318,-455.6,-4.21
-328955,-452.3,-3.68
-328602,-450.6,-3.41
-328258,-448.3,-3.03
-327924,-445.9,-2.64
-327597,-445.4,-2.55
-327273,-444.5,-2.41
-326952,-444.4,-2.39
-326639,-440.5,-1.73
-326342,-435.9,-0.96
-326061,-431.7,-0.25
-325789,-430,0.05
-325527,-426.3,0.68
-325278,-421,1.59
-325039,-420.3,1.74
-324804,-419,2
-324574,-417.2,2.34
-324349,-415.6,2.65
-324129,-414.8,2.86
-323911,-415.5,2.84
-323695,-415.2,2.99
-323482,-414.9,3.14
-323269,-415.8,3.08
-323057,-416.2,3.08
-322847,-415.9,3.18
-322638,-416.2,3.19
-322426,-418.7,2.82
-322214,-418.8,2.85
-322000,-420.2,2.65
-321783,-423.2,2.18
-321559,-426.5,1.66
-321329,-429.1,1.26
-321095,-430,1.14
-320856,-434.7,0.38
-320607,-437.7,-0.09
-320354,-438.4,-0.18
-320102,-438.2,-0.12
-319853,-436.7,0.15
-319608,-436.3,0.24
-319364,-436.9,0.16
-319118,-437.9,0.02
-318872,-438.1,0.01
-318628,-437,0.2
-318385,-438.1,0.02
-318141,-438.4,-0.03
-317897,-439,-0.14
-317649,-440.6,-0.42
-317401,-440.4,-0.39
-317155,-439.2,-0.2
-316910,-439.9,-0.33
-316666,-438.9,-0.18
-316424,-438.8,-0.18
-316179,-440.7,-0.51
-315934,-440.3,-0.46
-315689,-440.3,-0.48
-315443,-441.1,-0.64
-315194,-443,-0.97
-314943,-443,-0.99
-314692,-443.6,-1.1
-314438,-444.8,-1.32
-314183,-445,-1.36
-313928,-445,-1.38
-313674,-444.7,-1.34
-313418,-446.2,-1.61
-313159,-447.2,-1.79
